"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GPX4",0,0.748647502737642,0.767,0.639,0
"CHMP5",0,0.805137474452381,0.286,0.158,0
"C8orf59",0,0.541248018621773,0.613,0.486,0
"RER1",0,0.513199584532166,0.369,0.243,0
"RPL4",0,-1.10848249985525,0.832,0.958,0
"TRAPPC1",0,0.460602262072115,0.604,0.478,0
"PEPD",0,0.830767228367291,0.261,0.135,0
"SSR1",0,0.552172360302491,0.351,0.225,0
"DRAM2",0,0.820952689491397,0.27,0.145,0
"ROCK1",0,0.470151944942407,0.343,0.218,0
"MGST3",0,0.508532508474936,0.42,0.295,0
"COX5B",0,0.904521783655869,0.82,0.695,0
"RNASET2",0,0.545931420354099,0.694,0.569,0
"CD4",0,0.464582356067907,0.393,0.268,0
"SCAND1",0,0.477595448173881,0.616,0.491,0
"FIBP",0,0.654321415551693,0.295,0.17,0
"ATP5G1",0,0.472943670268306,0.433,0.309,0
"DDX5",0,-0.686123999170762,0.789,0.913,0
"LENG8",0,0.344926535395832,0.426,0.302,0
"MRPL51",0,0.588885172840652,0.349,0.225,0
"CDKN2D",0,0.597698415918406,0.337,0.214,0
"UQCRH",0,0.656150290656695,0.75,0.627,0
"VIMP",0,0.504967067338695,0.309,0.186,0
"ZFP36",0,0.796063363321915,0.877,0.754,0
"NR4A2",0,0.482358789346161,0.53,0.408,0
"RAB2A",0,0.442519538759899,0.406,0.284,0
"SHOC2",0,0.765469089208505,0.263,0.141,0
"ADAM10",0,0.562016901500355,0.274,0.152,0
"CDC42",0,0.523183537961652,0.705,0.583,0
"DPM3",0,0.600542710538733,0.306,0.184,0
"NEDD8",0,0.491025716193082,0.601,0.479,0
"SOCS3",0,0.501028314607777,0.493,0.371,0
"UBE2L3",0,0.49047859683347,0.429,0.307,0
"MRPS18C",0,0.65522098575936,0.29,0.168,0
"NDUFA7",0,0.737063544215273,0.268,0.147,0
"PCBP1",0,0.608551330991027,0.73,0.609,0
"ARRDC1",0,0.507585159626469,0.31,0.189,0
"PTPN2",0,0.467678550731825,0.38,0.259,0
"NDUFA3",0,0.54637885193449,0.705,0.584,0
"ACAA1",0,0.489040877330228,0.334,0.214,0
"MTIF3",0,0.726274064100187,0.273,0.153,0
"ARPC3",0,1.39354803294093,0.891,0.771,0
"TMEM14C",0,0.637820440279671,0.323,0.204,0
"GRHPR",0,0.691905325009421,0.266,0.147,0
"ATP5G3",0,0.605420515528127,0.667,0.548,0
"PSMB9",0,0.888510532962873,0.748,0.629,0
"AC090498.1",0,-1.10210139589974,0.878,0.997,0
"SCAF11",0,0.326451870245211,0.414,0.295,0
"ATP5H",0,0.511063860927335,0.67,0.551,0
"TOP1",0,0.613490090362465,0.291,0.172,0
"UQCR11",0,0.7972318794141,0.86,0.741,0
"H1FX",0,0.752458198269445,0.285,0.166,0
"KDELR2",0,0.626896538967698,0.323,0.205,0
"TSC22D3",0,-0.834964127900522,0.748,0.866,0
"BLOC1S2",0,0.684475343817819,0.29,0.172,0
"ATP5D",0,0.565705364670559,0.758,0.64,0
"LRPAP1",0,0.498964801429869,0.346,0.228,0
"TAOK3",0,0.446108920977099,0.352,0.234,0
"BTF3L4",0,0.606746570911767,0.289,0.172,0
"SNX17",0,0.464905700322297,0.393,0.276,0
"CFLAR",0,0.341237522205666,0.416,0.299,0
"C4orf3",0,0.555742230970473,0.671,0.554,0
"PSMB8",0,0.462864406595133,0.611,0.494,0
"CLEC2B",0,0.426856375462864,0.458,0.341,0
"HSD17B10",0,0.62680112323713,0.267,0.151,0
"BRD4",0,0.642952419617424,0.263,0.147,0
"GUK1",0,0.438825616375897,0.676,0.56,0
"NDUFA1",0,0.674853353843618,0.776,0.66,0
"P4HB",0,0.362151955347945,0.491,0.375,0
"EIF2S2",0,0.4002220839182,0.424,0.308,0
"MLX",0,0.671769227061596,0.266,0.151,0
"CHD1",0,0.504288676195696,0.309,0.194,0
"SASH3",0,0.559620128156072,0.298,0.183,0
"OSBPL8",0,0.410254862093584,0.374,0.259,0
"SNRPD3",0,0.428608740910972,0.431,0.316,0
"KMT2C",0,0.586332179880473,0.269,0.155,0
"HNRNPL",0,0.693832481270477,0.256,0.142,0
"TXN2",0,0.527355433560042,0.33,0.216,0
"SAMSN1",0,0.721497964002423,0.275,0.161,0
"TXNIP",0,-0.666497968904519,0.778,0.892,0
"ADIPOR1",0,0.559278207402168,0.313,0.199,0
"MYL12A",0,-0.613587172785487,0.808,0.922,0
"PCMT1",0,0.605358497120167,0.306,0.193,0
"LINC00493",0,0.395322430801481,0.476,0.363,0
"ATP5J",0,0.504971265440354,0.594,0.481,0
"RPS27L",0,0.552088199633171,0.566,0.453,0
"OSTC",0,0.429966524778343,0.405,0.293,0
"FAM96B",0,0.34036511162476,0.46,0.348,0
"RPL10A",0,-1.36422912880243,0.866,0.978,0
"YY1",0,0.480210510931829,0.315,0.203,0
"UBL5",0,0.609543633247486,0.8,0.689,0
"ATP5B",0,0.434365713932863,0.54,0.429,0
"MRPL20",0,0.346747278724744,0.442,0.331,0
"PRPF40A",0,0.321763632725178,0.358,0.247,0
"HIGD2A",0,0.684479765612089,0.786,0.675,0
"DRAP1",0,0.381329262132188,0.589,0.478,0
"RBCK1",0,0.356821325460985,0.382,0.271,0
"MIF",0,-0.446018637947857,0.75,0.861,0
"FO538757.2",0,0.591584033683082,0.277,0.167,0
"RAB11A",0,0.495721953255462,0.342,0.232,0
"TMEM208",0,0.650383679375832,0.256,0.146,0
"KLF6",0,0.755796510812417,0.858,0.748,0
"ITGAL",0,0.50270332893504,0.291,0.181,0
"MRPL14",0,0.59456068418635,0.281,0.172,0
"IL6R",0,0.506697037867715,0.254,0.145,0
"GTF3C6",0,0.449830223850807,0.329,0.22,0
"TPGS1",0,0.570510817450575,0.275,0.166,0
"CCDC124",0,0.600951691248938,0.28,0.171,0
"PRR13",0,0.648286595435795,0.759,0.65,0
"U2AF1",0,0.477035281156604,0.293,0.184,0
"SUMO3",0,0.479247561705238,0.373,0.264,0
"SERP1",0,0.847702886762029,0.855,0.747,0
"ALDOA",0,1.17178007147113,0.897,0.789,0
"TMEM50A",0,0.348843563932106,0.551,0.444,0
"BAZ2A",0,0.591470222975406,0.261,0.154,0
"ADAR",0,0.259324237888014,0.407,0.3,0
"H2AFZ",0,0.510503174275485,0.617,0.51,0
"SRSF3",0,0.316437729608295,0.571,0.464,0
"CUL1",0,0.583299680410488,0.257,0.151,0
"MX1",0,0.570922447706932,0.255,0.149,0
"RHOA",0,1.01252684639156,0.857,0.751,0
"NDUFC1",0,0.358693989370135,0.494,0.388,0
"CCT5",0,0.49049409797124,0.29,0.184,0
"CD164",0,0.35534714484156,0.42,0.314,0
"NUCB1",0,0.323279594407779,0.407,0.301,0
"TAP1",0,0.282996719620964,0.405,0.3,0
"S100A6",0,2.88668718324323,0.975,0.87,0
"RBMS1",0,0.401221692318385,0.344,0.239,0
"DNAJB6",0,0.513009965565427,0.375,0.27,0
"FAM50A",0,0.445981455929583,0.299,0.194,0
"SDHD",0,0.411338314100335,0.361,0.256,0
"BAZ1A",0,0.3207878126397,0.353,0.248,0
"MRPS24",0,0.376251272816205,0.398,0.294,0
"AP3S1",0,0.559347471278732,0.304,0.2,0
"GSDMD",0,0.477577355682126,0.286,0.182,0
"GNPTG",0,0.380514328582971,0.301,0.197,0
"CMTM3",0,0.619416874347715,0.265,0.162,0
"PSMA3",0,0.438468408554899,0.305,0.202,0
"MVP",0,0.333769843412503,0.35,0.247,0
"C19orf24",0,0.466590876636367,0.342,0.24,0
"NDUFS3",0,0.448669395117868,0.283,0.181,0
"RNF114",0,0.348740346877471,0.356,0.254,0
"RPL3",0,-1.70540535091366,0.884,0.986,0
"NFE2L2",0,0.588834345896496,0.255,0.154,0
"DCP2",0,0.507011150354178,0.257,0.156,0
"VPS13C",0,0.250102348431551,0.315,0.214,0
"MRPS12",0,0.528034269637744,0.252,0.151,0
"KCNAB2",0,0.432124669142339,0.286,0.185,0
"HLA-E",0,-0.593372876850889,0.862,0.963,0
"NDUFC2",0,0.445596316839482,0.381,0.28,0
"GLUD1",0,0.384039872855767,0.295,0.194,0
"FAM32A",0,0.443566298102157,0.293,0.192,0
"RPS5",0,-1.57946005012145,0.876,0.977,0
"CCT6A",0,0.347068763613975,0.332,0.232,0
"ETFA",0,0.487278409844594,0.258,0.158,0
"SELT",0,0.389480125936367,0.364,0.264,0
"IER2",0,0.81201936740162,0.791,0.692,0
"FAAP20",0,0.368587994393063,0.385,0.286,0
"HADHA",0,0.311855387240368,0.443,0.344,0
"RPN1",0,0.330236204767514,0.382,0.283,0
"SNRPB2",0,0.369598474061715,0.411,0.313,0
"TOMM7",0,-0.875267233004209,0.833,0.93,0
"H2AFV",0,0.268086716578477,0.422,0.325,0
"POLD4",0,0.308857214656122,0.499,0.402,0
"NDUFS8",0,0.334340317110718,0.425,0.328,0
"MPG",0,0.396459968230516,0.291,0.194,0
"DUSP1",0,0.378097889169675,0.936,0.84,0
"ALKBH7",0,0.254312801994631,0.451,0.355,0
"ARHGDIB",0,-0.501546336940267,0.843,0.939,0
"FOS",0,0.967130518843066,0.944,0.848,0
"IRF2BP2",0,0.318215528075802,0.393,0.298,0
"MPC1",0,0.372116908131096,0.272,0.177,0
"BUD31",0,0.349997056897122,0.333,0.239,0
"DGKZ",0,0.458027374749074,0.262,0.168,0
"ARHGAP30",0,0.251156044826995,0.35,0.256,0
"PDCD6IP",0,0.32513262244456,0.273,0.18,0
"MKRN1",0,0.329482190268079,0.314,0.221,0
"TUBA1B",0,0.575264187933346,0.584,0.491,0
"MT-ND4L",0,-1.02926207142802,0.905,0.998,0
"PSMD4",0,0.336113490646128,0.332,0.24,0
"PNPLA2",0,0.288467130121676,0.401,0.309,0
"ARF4",0,0.473843949467689,0.306,0.215,0
"SYF2",0,0.261476601722172,0.491,0.4,0
"LSM3",0,0.406459459490974,0.368,0.277,0
"FAM204A",0,0.34341604108901,0.29,0.199,0
"TBCA",0,0.348843184399029,0.654,0.564,0
"CYB5R3",0,0.395642674439196,0.266,0.176,0
"MRFAP1",0,0.375759046822013,0.321,0.231,0
"ESD",0,0.377669606163157,0.296,0.206,0
"POLR2F",0,0.39159253035862,0.309,0.219,0
"COPZ1",0,0.392865203285488,0.283,0.193,0
"MRPL57",0,0.291570618343969,0.421,0.331,0
"COX16",0,0.277861098403045,0.372,0.283,0
"RAB1B",0,0.379972337759436,0.301,0.212,0
"POLR2J",0,0.270065825832181,0.392,0.304,0
"KMT2E-AS1",0,0.599518497842562,0.251,0.163,0
"PPCS",0,0.289046426114811,0.345,0.257,0
"PGK1",0,0.511695506762589,0.636,0.548,0
"RNF166",0,0.307370535689879,0.289,0.201,0
"ARPC1A",0,0.379122171389354,0.254,0.167,0
"NLRP1",0,0.341507403422388,0.273,0.187,0
"SRP72",0,0.267864613257306,0.303,0.217,0
"PQBP1",0,0.305125265151847,0.311,0.225,0
"PPP1CA",0,0.261302726160999,0.59,0.504,0
"LINC00657",0,0.36335055364463,0.265,0.18,0
"C7orf50",0,0.36460928527566,0.251,0.166,0
"RTFDC1",0,0.319036826990018,0.288,0.203,0
"UQCRFS1",0,0.252666381207298,0.49,0.405,0
"SEC13",0,0.313379257084372,0.269,0.185,0
"ANKRD11",0,0.374078845218079,0.255,0.171,0
"IVNS1ABP",0,0.482413717614449,0.255,0.172,0
"IAH1",0,0.383659116491168,0.255,0.172,0
"MED28",0,0.384409672345041,0.256,0.173,0
"CIR1",0,0.350469254169325,0.296,0.213,0
"PDIA6",0,0.298407463352631,0.326,0.244,0
"SNRPE",0,0.36675026397941,0.352,0.27,0
"TMBIM6",0,0.347206340642204,0.679,0.598,0
"TMOD3",0,0.302440844075459,0.267,0.186,0
"EMC6",0,0.301657242085327,0.261,0.18,0
"STK10",0,0.263173517135987,0.286,0.205,0
"PSMB1",0,0.334482149624598,0.585,0.504,0
"SCP2",0,0.268356879055959,0.362,0.282,0
"TMX4",0,0.524703477080824,0.271,0.191,0
"IFRD1",0,0.4667205243277,0.303,0.223,0
"C11orf31",0,0.335896844699742,0.651,0.572,0
"CNIH1",0,0.29263277016578,0.365,0.286,0
"PNKD",0,0.327654372151679,0.307,0.228,0
"TMEM160",0,0.34593795600537,0.35,0.271,0
"RPL36AL",0,-0.45820561124156,0.829,0.907,0
"ADI1",0,0.316947044976015,0.265,0.187,0
"PPP2CA",0,0.290489149180856,0.26,0.183,0
"ARPC2",0,0.710370600317433,0.838,0.761,0
"ETFB",0,0.25400273836534,0.303,0.227,0
"MT1X",0,1.50224944925875,0.302,0.227,0
"H3F3A",0,1.48521096541939,0.954,0.879,0
"PSMB7",0,0.343506999771828,0.253,0.179,0
"TPM3",0,0.462483084032794,0.75,0.676,0
"RPL5",0,-1.39255943550452,0.909,0.982,0
"GABARAPL2",0,0.27517744036919,0.491,0.42,0
"RPS19BP1",0,0.264485894650708,0.345,0.274,0
"NAP1L1",0,0.308630440682117,0.592,0.522,0
"RPLP0",0,-1.22120427556315,0.915,0.985,0
"HMGB2",0,0.277111815656181,0.478,0.409,0
"MYL6",0,1.12883872305498,0.947,0.878,0
"RPL17",0,-1.00289840802134,0.911,0.977,0
"UBE2D3",0,0.384528211432598,0.73,0.665,0
"EMP3",0,0.539851740762696,0.837,0.772,0
"ARF1",0,0.255922253226517,0.62,0.556,0
"HCST",0,0.435271218691563,0.745,0.681,0
"GAPDH",0,1.73607587833124,0.973,0.91,0
"COX6A1",0,0.444795469156656,0.783,0.722,0
"SH3BGRL3",0,1.42652478829674,0.98,0.92,0
"NDUFB11",0,0.279305821902758,0.698,0.642,0
"GNB2L1",0,-0.763318459588133,0.923,0.978,0
"RPS6",0,-1.34184520209807,0.933,0.988,0
"RPL23A",0,-1.15733489547185,0.928,0.983,0
"RPL13A",0,-0.516298040221036,0.924,0.979,0
"CD44",0,0.343580625920218,0.734,0.681,0
"RPS29",0,-1.28678604531341,0.928,0.979,0
"RPL27",0,-0.471475035450831,0.901,0.952,0
"EEF1D",0,-0.635256646150157,0.918,0.968,0
"RPL38",0,-0.431483112868505,0.905,0.955,0
"RPS2",0,-0.434943430096373,0.922,0.967,0
"RPL15",0,-0.626998271447946,0.94,0.979,0
"SERF2",0,1.29584812111775,0.985,0.946,0
"COX7A2",0,0.305623786454634,0.738,0.7,0
"RPS25",0,-1.40379049422992,0.953,0.99,0
"NACA",0,-0.508672108661502,0.943,0.98,0
"RPL21",0,-0.738802970578659,0.943,0.979,0
"RPL24",0,-0.825921204854997,0.945,0.98,0
"ATP5E",0,1.02248856357924,0.981,0.946,0
"RPS16",0,-0.82945661611507,0.949,0.984,0
"ATP5G2",0,0.808933120827423,0.941,0.906,0
"RPL37A",0,-0.488548769913789,0.947,0.98,0
"RPL9",0,-0.790216479611171,0.942,0.975,0
"RPL7A",0,-0.850150550580244,0.957,0.99,0
"SLC25A6",0,0.334545688286228,0.838,0.869,0
"LY6E",0,0.49021394128281,0.687,0.657,0
"LSP1",0,0.405763987139552,0.726,0.696,0
"RPS18",0,-1.23782264295892,0.963,0.992,0
"RPL41",0,0.36536398498627,0.944,0.973,0
"HSP90AA1",0,0.667866484730518,0.73,0.701,0
"VIM",0,1.04751770493459,0.958,0.929,0
"RPL14",0,-1.1270521826742,0.964,0.991,0
"RPS4X",0,-1.16546401468312,0.96,0.987,0
"RPL35",0,-0.326396641813949,0.942,0.969,0
"RPL6",0,-0.775810557959905,0.962,0.989,0
"LAPTM5",0,0.421038515198412,0.871,0.845,0
"RPS7",0,-0.795361796558725,0.964,0.99,0
"RPL31",0,-0.268448932052336,0.928,0.954,0
"RPS10",0,-1.18373998084193,0.963,0.988,0
"RPS3",0,-1.43674929485776,0.968,0.993,0
"H3F3B",0,0.301102894676824,0.957,0.981,0
"MT-ND4",0,1.24476329100803,0.991,0.968,0
"FTL",0,3.0218398656264,0.997,0.975,0
"RPS27",0,-1.66915629309066,0.976,0.997,0
"JUNB",0,-0.883238432088992,0.888,0.908,0
"RPS19",0,-0.960902528006672,0.973,0.993,0
"MT-ND2",0,0.867749562706308,0.982,0.962,0
"MT-CYB",0,-0.441373151488737,0.979,0.998,0
"UBC",0,0.449309550146365,0.895,0.877,0
"RPS17",0,0.766914214572644,0.843,0.825,0
"RPL18",0,-0.926660691997186,0.973,0.991,0
"MT-ATP6",0,0.854789892793667,0.978,0.96,0
"RPL29",0,-0.838358533410065,0.97,0.987,0
"YWHAB",0,0.250364748929861,0.767,0.751,0
"RPS21",0,-1.15113179661921,0.976,0.992,0
"IFITM2",0,0.377775046480125,0.816,0.831,0
"RPL18A",0,-0.914177336582765,0.977,0.991,0
"NME2",0,0.350540830132553,0.702,0.689,0
"RPS3A",0,-1.05870609787062,0.981,0.993,0
"ITM2B",0,0.399590853398882,0.899,0.911,0
"YBX1",0,0.390093169883968,0.802,0.791,0
"RPL8",0,-0.573639861427687,0.977,0.988,0
"FTH1",0,2.36095281147416,0.999,0.988,0
"RPL36",0,-0.830518618138671,0.977,0.988,0
"RPS23",0,-1.04071947094672,0.982,0.992,0
"MALAT1",0,-0.372274750767731,0.99,1,0
"PFN1",0,0.270090047411532,0.96,0.97,0
"RPL26",0,-0.555117825188852,0.979,0.989,0
"RPL13",0,-1.13432414670887,0.987,0.996,0
"RPL23",0,0.281128738555464,0.839,0.83,0
"RPL19",0,-0.946501379195554,0.986,0.995,0
"GMFG",0,0.288808691712214,0.804,0.795,0
"RPL22",0,-0.632918632214436,0.974,0.982,0
"RPL35A",0,-0.909352986030117,0.979,0.987,0
"RPL30",0,-1.18750379770113,0.988,0.996,0
"TPT1",0,-0.77866977869487,0.983,0.991,0
"RPS27A",0,-1.18820338771558,0.989,0.996,0
"RPS14",0,-1.05599378951207,0.985,0.992,0
"EEF1A1",0,-1.39205117747803,0.992,0.999,0
"RPS15",0,-0.655398359023658,0.986,0.993,0
"RPL11",0,-0.808820698672509,0.989,0.995,0
"RPS8",0,-0.931290277709,0.989,0.995,0
"ATP5L",0,0.294573776800063,0.899,0.893,0
"MT-CO2",0,0.322719732812003,0.994,1,0
"RPL37",0,-0.836283836971639,0.989,0.994,0
"CFL1",0,0.493051976647179,0.917,0.912,0
"RPS15A",0,-1.12967683303436,0.99,0.995,0
"RPS12",0,-1.36852676271554,0.993,0.997,0
"RPL10",0,-1.12920549408451,0.994,0.998,0
"RPL12",0,-0.610744459519243,0.986,0.99,0
"MT-CO1",0,0.755753748222394,0.995,0.999,0
"TMSB10",0,0.694121950351978,0.999,0.996,0
"RPL32",0,-1.09549521736629,0.992,0.995,0
"FAU",0,-0.350635122038962,0.988,0.991,0
"MT-ND1",0,0.671638980481288,0.978,0.98,0
"ACTB",0,1.03021399817539,0.995,0.996,0
"RPL39",0,-0.43963000343362,0.995,0.994,0
"RPLP2",0,-0.51316338772057,0.991,0.99,0
"RPL34",0,-0.882239074273528,0.994,0.994,0
"TMSB4X",0,0.33417059111633,0.997,0.997,0
"RPS13",0,-0.352381072138956,0.989,0.989,0
"RPLP1",0,-0.368687047724436,0.998,0.998,0
"RPS28",0,-0.728411536100561,0.993,0.993,0
"RPL28",0,-0.447588024746247,0.997,0.997,0
"FBL",5.92878775009496e-323,-1.05344263691752,0.303,0.448,1.33065712263131e-318
"NAP1L4",2.72388271865196e-319,-1.55431035292497,0.154,0.302,6.11348237374246e-315
"MZT2A",8.66255178166374e-319,-1.13275797122726,0.17,0.328,1.94422312187661e-314
"TPR",3.69993158438297e-312,-1.38386477510263,0.254,0.396,8.30412644798913e-308
"SPTAN1",8.6707438904427e-311,-1.73816336143198,0.12,0.262,1.94606175877096e-306
"RP11-51J9.5",7.27839528544392e-309,-1.3965350675632,0.15,0.3,1.63356303786503e-304
"RPS9",2.08442880507527e-306,-0.265528335272877,0.958,0.968,4.67829201011093e-302
"TOMM20",1.0483239398832e-303,-0.695253763163854,0.48,0.607,2.35285825067386e-299
"NUCB2",5.02758200395376e-301,-1.55716156046106,0.146,0.288,1.12839050496738e-296
"AC241585.2",5.52410391787273e-300,-1.61356483117669,0.129,0.269,1.23982988332735e-295
"SRSF5",1.85741126895187e-299,-0.548696168744902,0.63,0.748,4.16877385203558e-295
"PIM1",5.91966076392104e-297,-1.16707448266253,0.242,0.393,1.32860866185444e-292
"EIF3H",2.27964205999405e-292,-0.531870185178964,0.641,0.757,5.11642863945064e-288
"PPP2R5C",1.64037489707572e-291,-1.151002890981,0.27,0.414,3.68165741899675e-287
"SMDT1",1.73594993184735e-274,-0.574123828944142,0.578,0.688,3.89616602703818e-270
"APRT",1.12954595238502e-271,-0.511090597700273,0.623,0.733,2.53515293553294e-267
"BIRC3",2.91293479862104e-271,-1.52510858028165,0.119,0.253,6.53779086202505e-267
"ICAM3",6.70630668960357e-271,-0.858049881662352,0.368,0.497,1.50516347341463e-266
"TRADD",2.39693020540402e-269,-1.45533000204037,0.191,0.321,5.37967015300879e-265
"EMD",4.41984840349525e-265,-0.896952999506234,0.322,0.451,9.91990775680475e-261
"GTF3A",3.37074955830898e-263,-0.783354594118579,0.402,0.522,7.56531030866867e-259
"PDCD4",1.0650409105457e-262,-1.16151063937631,0.213,0.349,2.39037781962877e-258
"MPHOSPH8",4.69355429799238e-262,-1.06244024281824,0.277,0.409,1.05342132664141e-257
"RGCC",1.35860452320822e-250,-0.745609512499706,0.201,0.356,3.04925199188853e-246
"PIK3R1",7.23338455572105e-247,-1.26955418040701,0.183,0.314,1.62346082968603e-242
"CYTIP",1.24449904831811e-246,-0.86562635878142,0.322,0.45,2.79315366404516e-242
"BTF3",6.71911889212138e-246,-0.283865241837186,0.877,0.945,1.50803904414772e-241
"CDKN1B",3.79511352499928e-244,-1.0685885801645,0.249,0.377,8.51775279550837e-240
"ANXA2R",1.52511434770596e-243,-1.22320474431123,0.129,0.256,3.42296664199125e-239
"COMMD6",1.89670725267767e-242,-0.311529462679794,0.837,0.899,4.25696975790975e-238
"KLF2",2.75071209623752e-240,-0.466663178010993,0.601,0.72,6.17369822879548e-236
"RBMX",6.52912070812094e-240,-0.854586358626518,0.331,0.452,1.46539585173066e-235
"CYTH1",1.25182270731701e-239,-0.916408004222427,0.335,0.456,2.8095908843023e-235
"C9orf78",3.54478244969215e-239,-0.87769407832451,0.313,0.435,7.95590973008905e-235
"ZC3HAV1",1.8560280623151e-235,-1.01221768704868,0.245,0.375,4.16566938306001e-231
"CLDND1",1.9464397919586e-235,-1.43564103425753,0.17,0.294,4.36858946907187e-231
"BCAS2",2.1723990435712e-235,-1.14586596432686,0.198,0.323,4.87573241339119e-231
"FXYD5",1.78752368005861e-233,-0.357860875377439,0.855,0.932,4.01191814752354e-229
"JAK1",4.53953602642059e-233,-0.764896951486554,0.41,0.524,1.01885346576984e-228
"PAG1",1.83521383924759e-231,-1.33309188337934,0.149,0.275,4.11895394080729e-227
"SKP1",4.1634922975984e-231,-0.39572274788594,0.664,0.77,9.34454211272985e-227
"PABPC1",2.70139810920056e-230,-0.272023811912295,0.913,0.965,6.06301791628973e-226
"CCNI",1.95880825882373e-229,-0.386134422939653,0.751,0.854,4.39634925610399e-225
"HSPB1",1.10452152962679e-224,0.801700607021851,0.315,0.481,2.47898812109438e-220
"BUB3",5.22578968324864e-224,-1.1934608654702,0.18,0.3,1.17287623650832e-219
"YWHAZ",8.85870875565448e-223,-0.447030607836344,0.686,0.778,1.98824859311909e-218
"FAM162A",4.97273436761697e-222,-1.06842663549902,0.167,0.291,1.11608050146795e-217
"BIN2",1.5851949714841e-220,-0.768059751805766,0.367,0.481,3.55781159399892e-216
"IKZF1",2.68487807734289e-216,-0.911293932884066,0.296,0.417,6.02594035678838e-212
"PHB2",1.43169951176447e-215,-0.748652198739628,0.393,0.496,3.21330638420418e-211
"CYLD",5.58037874140109e-213,-1.11978353080846,0.226,0.345,1.25246020472006e-208
"BTG2",8.43546001511898e-213,-0.641314778758578,0.548,0.643,1.8932546457933e-208
"TTC39C",3.19089408726537e-211,-1.18497914821276,0.221,0.337,7.1616426894584e-207
"VPS51",1.89376035783685e-209,-1.00846315082854,0.247,0.361,4.25035574712902e-205
"PPDPF",3.97190166072321e-203,-0.391437610323955,0.733,0.829,8.91453608732716e-199
"PTPRC",1.83900814354065e-201,-0.497981532822811,0.751,0.853,4.12746987736263e-197
"MT-ND6",5.07250380869441e-196,-0.61307439120949,0.388,0.513,1.13847275482337e-191
"ATP1A1",3.84228702163425e-195,-0.88351114380092,0.277,0.388,8.62362899135592e-191
"C1QBP",1.91497922091275e-188,-0.738099778214228,0.35,0.45,4.29797936341657e-184
"RASGRP2",1.49095411589012e-185,-0.752560833576189,0.334,0.441,3.34629741770378e-181
"HERPUD2",8.18218922520505e-184,-1.16214303011695,0.166,0.274,1.83641054970502e-179
"GNG2",1.77086873605019e-183,-0.982011568470314,0.179,0.292,3.97453779119104e-179
"ICAM2",2.02015588370458e-182,-0.958844999718042,0.259,0.364,4.53403786538656e-178
"MFNG",1.39848030704462e-181,-1.12012089057226,0.205,0.309,3.13874920113094e-177
"NSA2",3.89946505425589e-180,-0.532539331512493,0.532,0.616,8.75195936777192e-176
"RNF126",4.38808862545811e-178,-1.17780851780986,0.166,0.27,9.84862611097818e-174
"DNAJC19",4.5250799400874e-176,-1.0430791051752,0.185,0.289,1.01560894175322e-171
"PSMD5-AS1",2.12315042021905e-173,-1.05586648284941,0.158,0.264,4.76519880313964e-169
"RBM3",2.5806645800047e-173,-0.419209983005871,0.618,0.712,5.79204358336255e-169
"TTC3",8.36650373566394e-173,-1.05995269930021,0.218,0.321,1.87777809843241e-168
"SLC9A3R1",1.03552590325033e-172,-0.791801040787333,0.316,0.417,2.32413433725505e-168
"ISCU",2.05401669811762e-172,-0.522341967136714,0.447,0.538,4.61003507725519e-168
"DUSP2",7.80168866790372e-167,-0.847603793891997,0.359,0.468,1.75101100462431e-162
"RARRES3",7.91828224981134e-165,-0.488229115585575,0.479,0.583,1.77717926814766e-160
"SON",8.23159773404017e-165,-0.441741144914996,0.603,0.685,1.84749979542798e-160
"ARID4B",4.33786819151161e-163,-0.95517854630024,0.251,0.352,9.73591136902866e-159
"ANXA11",1.2905777483375e-157,-0.544773997066937,0.452,0.535,2.89657269836868e-153
"MAT2B",1.49510056389074e-157,-0.898741416825776,0.261,0.354,3.35560370559638e-153
"TRAPPC6A",1.50030332461578e-157,-1.0947900106258,0.169,0.265,3.36728078176765e-153
"ZNF331",2.89308100569444e-157,-0.745525971334075,0.191,0.303,6.4932310091806e-153
"TUBA4A",1.18115949968218e-156,-0.895339760681553,0.192,0.295,2.65099438108668e-152
"MAPRE2",5.7960906777846e-155,-1.01089542633703,0.205,0.304,1.30087459172198e-150
"SNRPA1",1.80067041613675e-151,-0.98098443737614,0.211,0.306,4.04142468197733e-147
"PRMT1",8.58418272299576e-151,-1.13012832179322,0.163,0.256,1.92663397034917e-146
"XRCC6",1.18009760334195e-149,-0.658043984543934,0.364,0.45,2.64861106094068e-145
"SPSB3",4.11097074507655e-149,-0.759873243941824,0.32,0.41,9.22666274024981e-145
"HAX1",2.49336035346616e-147,-0.797382743028836,0.261,0.353,5.59609797731945e-143
"SEPW1",1.65408522495807e-145,-0.435756746646798,0.44,0.53,3.71242887889589e-141
"EPB41L4A-AS1",8.79836013245649e-144,-1.0125701900372,0.175,0.267,1.97470394812854e-139
"LRP10",8.13275989477071e-142,-1.07422926198633,0.194,0.283,1.82531663078234e-137
"CCT7",2.32118463033987e-140,-0.96947845409281,0.218,0.305,5.20966678433481e-136
"KMT2E",7.92303149319488e-140,-0.569534459789589,0.411,0.494,1.77824518833266e-135
"TBRG1",8.72800850743036e-139,-0.760004474932316,0.293,0.383,1.95891422940767e-134
"CCNH",3.46426752152358e-138,-0.885915374079586,0.243,0.333,7.77520202530751e-134
